"DBN","School Name","Year","Total Enrollment","Grade PK (Half Day & Full Day)","Grade K","Grade 1","Grade 2","Grade 3","Grade 4","Grade 5","Grade 6","Grade 7","Grade 8","Grade 9","Grade 10","Grade 11","Grade 12","# Female","% Female","# Male","% Male","# Asian","% Asian","# Black","% Black","# Hispanic","% Hispanic","# Multiple Race Categories Not Represented","% Multiple Race Categories Not Represented","# White","% White","# Students with Disabilities","% Students with Disabilities","# English Language Learners","% English Language Learners","# Poverty","% Poverty","Economic Need Index"
"84K742","Explore Empower Charter School","2018-19","503","0","54","58","57","60","58","58","59","50","49","0","0","0","0","225","44.7%","278","55.3%","3","0.6%","449","89.3%","43","8.5%","5","1%","3","0.6%","123","24.5%","18","3.6%","407","80.9%","75.4%"
"84K744","Coney Island Preparatory Public Charter School","2018-19","1,008","0","63","61","64","61","64","92","91","88","86","89","91","84","74","441","43.8%","567","56.3%","85","8.4%","390","38.7%","352","34.9%","20","2%","161","16%","235","23.3%","54","5.4%","835","82.8%","78.1%"
"84K746","Hebrew Language Academy Charter School","2018-19","710","0","71","89","94","79","88","84","80","58","67","0","0","0","0","367","51.7%","343","48.3%","10","1.4%","403","56.8%","37","5.2%","7","1%","253","35.6%","121","17%","35","4.9%","494","69.6%","54%"
"84K752","Success Academy Fort Greene (Brooklyn 5)","2018-19","287","0","58","51","63","71","44","0","0","0","0","0","0","0","0","158","55.1%","129","44.9%","5","1.7%","180","62.7%","84","29.3%","5","1.7%","13","4.5%","44","15.3%","17","5.9%","224","78%","71.5%"
"84K756","Success Academy Prospect Heights (Brooklyn 6)","2018-19","619","0","74","82","81","72","43","167","80","20","0","0","0","0","0","336","54.3%","283","45.7%","19","3.1%","464","75%","103","16.6%","6","1%","27","4.4%","86","13.9%","6","1%","438","70.8%","64.7%"
"84K757","Unity Prep Charter School","2018-19","505","0","0","0","0","0","0","0","84","88","89","67","89","88","0","236","46.7%","269","53.3%","5","1%","403","79.8%","83","16.4%","8","1.6%","6","1.2%","118","23.4%","16","3.2%","370","73.3%","75.7%"
"84K758","Brooklyn Urban Garden Charter School","2018-19","283","0","0","0","0","0","0","0","99","91","93","0","0","0","0","133","47%","150","53%","9","3.2%","103","36.4%","108","38.2%","16","5.7%","47","16.6%","72","25.4%","11","3.9%","182","64.3%","60.1%"
"84K759","Canarsie Ascend Charter School","2018-19","856","0","106","120","128","129","125","120","128","0","0","0","0","0","0","458","53.5%","398","46.5%","2","0.2%","780","91.1%","52","6.1%","16","1.9%","6","0.7%","103","12%","7","0.8%","632","73.8%","55%"
"84K766","The International Charter School of New York","2018-19","343","0","81","81","80","59","42","0","0","0","0","0","0","0","0","173","50.4%","170","49.6%","16","4.7%","112","32.7%","70","20.4%","32","9.3%","113","32.9%","49","14.3%","9","2.6%","126","36.7%","39.1%"
"84K769","Hyde Leadership Charter School- Brooklyn","2018-19","447","0","74","69","67","63","66","58","50","0","0","0","0","0","0","239","53.5%","208","46.5%","3","0.7%","317","70.9%","123","27.5%","1","0.2%","3","0.7%","70","15.7%","34","7.6%","381","85.2%","86.5%"
"84K772","Success Academy Charter School - Bensonhurst - New","2018-19","506","0","130","94","97","97","86","2","0","0","0","0","0","0","0","250","49.4%","256","50.6%","81","16%","52","10.3%","66","13%","6","1.2%","301","59.5%","62","12.3%","47","9.3%","283","55.9%","52.5%"
"84K774","Achievement First Apollo Charter School","2018-19","868","0","95","97","100","97","95","93","102","98","89","2","0","0","0","431","49.7%","437","50.3%","52","6%","503","57.9%","291","33.5%","16","1.8%","6","0.7%","93","10.7%","62","7.1%","691","79.6%","73.7%"
"84K775","Leadership Preparatory Ocean Hill Charter School","2018-19","1,202","0","84","91","90","90","90","88","88","82","83","144","122","84","66","617","51.3%","585","48.7%","11","0.9%","987","82.1%","149","12.4%","47","3.9%","8","0.7%","126","10.5%","38","3.2%","961","80%","71.5%"
"84K777","Ocean Hill Collegiate Charter School","2018-19","390","0","61","0","0","0","0","77","82","88","82","0","0","0","0","218","55.9%","172","44.1%","4","1%","328","84.1%","41","10.5%","16","4.1%","1","0.3%","60","15.4%","12","3.1%","316","81%","72.7%"
"84K780","Brooklyn East Collegiate Charter School","2018-19","279","0","0","0","0","0","0","56","75","71","77","0","0","0","0","127","45.5%","152","54.5%","3","1.1%","236","84.6%","22","7.9%","16","5.7%","2","0.7%","42","15.1%","12","4.3%","225","80.6%","71.1%"
"84K781","Success Academy Charter School - Bergen Beach - Ne","2018-19","546","0","108","94","96","86","56","106","0","0","0","0","0","0","0","300","54.9%","246","45.1%","21","3.8%","431","78.9%","38","7%","5","0.9%","51","9.3%","69","12.6%","10","1.8%","374","68.5%","50.8%"
"84K782","Bedford Stuyvesant New Beginnings Charter School","2018-19","699","0","73","79","83","70","81","76","79","82","76","0","0","0","0","374","53.5%","325","46.5%","4","0.6%","344","49.2%","341","48.8%","5","0.7%","5","0.7%","135","19.3%","96","13.7%","638","91.3%","88.2%"
"84K784","Achievement First North Brooklyn Prep Charter Scho","2018-19","540","0","93","98","97","66","88","98","0","0","0","0","0","0","0","261","48.3%","279","51.7%","5","0.9%","99","18.3%","421","78%","3","0.6%","12","2.2%","77","14.3%","80","14.8%","473","87.6%","77.2%"
"84K785","Imagine Me Leadership Charter School","2018-19","223","0","26","28","41","43","46","39","0","0","0","0","0","0","0","0","0%","223","100%","2","0.9%","177","79.4%","34","15.2%","9","4%","1","0.4%","31","13.9%","7","3.1%","181","81.2%","72.1%"
"84K788","Achievement First Linden Elementary School","2018-19","563","0","90","99","96","93","93","92","0","0","0","0","0","0","0","290","51.5%","273","48.5%","10","1.8%","460","81.7%","85","15.1%","6","1.1%","2","0.4%","70","12.4%","6","1.1%","475","84.4%","76.7%"
"84K789","Compass Charter School","2018-19","318","0","58","57","59","54","52","38","0","0","0","0","0","0","0","159","50%","159","50%","22","6.9%","85","26.7%","38","11.9%","30","9.4%","143","45%","77","24.2%","9","2.8%","88","27.7%","35.2%"
"84K790","Central Brooklyn Ascend Charter School","2018-19","548","0","82","93","96","97","93","87","0","0","0","0","0","0","0","265","48.4%","283","51.6%","6","1.1%","479","87.4%","38","6.9%","21","3.8%","4","0.7%","79","14.4%","36","6.6%","430","78.5%","71.1%"
"84K791","Brooklyn Dreams Charter School","2018-19","619","0","46","76","75","81","73","68","70","66","64","0","0","0","0","300","48.5%","319","51.5%","94","15.2%","398","64.3%","97","15.7%","14","2.3%","16","2.6%","111","17.9%","73","11.8%","526","85%","71%"
"84K792","The Cultural Arts Academy at Spring Creek Charter","2018-19","255","0","45","42","49","39","43","37","0","0","0","0","0","0","0","127","49.8%","128","50.2%","0","0%","226","88.6%","21","8.2%","6","2.4%","2","0.8%","24","9.4%","2","0.8%","177","69.4%","55.1%"
"84K793","Bushwick Ascend Charter School","2018-19","892","0","110","112","110","114","116","79","88","77","86","0","0","0","0","430","48.2%","462","51.8%","8","0.9%","193","21.6%","675","75.7%","7","0.8%","9","1%","145","16.3%","129","14.5%","817","91.6%","79.2%"
"84K803","Brooklyn LAB�Charter School","2018-19","709","0","0","0","0","0","0","0","79","187","214","112","117","0","0","292","41.2%","417","58.8%","16","2.3%","551","77.7%","118","16.6%","17","2.4%","7","1%","223","31.5%","19","2.7%","694","97.9%","74.8%"
"84K807","Collegiate Academy for Math and Personal Awareness","2018-19","106","0","0","0","0","0","0","0","28","34","44","0","0","0","0","36","34%","70","66%","2","1.9%","88","83%","15","14.2%","1","0.9%","0","0%","20","18.9%","1","0.9%","80","75.5%","79.6%"
"84K876","Achievement First Voyager Charter School","2018-19","241","0","47","0","0","0","0","59","66","69","0","0","0","0","0","134","55.6%","107","44.4%","1","0.4%","216","89.6%","13","5.4%","11","4.6%","0","0%","30","12.4%","2","0.8%","180","74.7%","66.9%"
"84K879","Brooklyn Prospect Charter School Downtown","2018-19","698","0","60","58","57","56","55","76","128","108","100","0","0","0","0","324","46.4%","374","53.6%","36","5.2%","245","35.1%","105","15%","64","9.2%","248","35.5%","89","12.8%","8","1.1%","241","34.5%","35.9%"
"84K882","Success Academy Charter School - Bushwick","2018-19","345","0","100","103","83","59","0","0","0","0","0","0","0","0","0","183","53%","162","47%","1","0.3%","82","23.8%","242","70.1%","6","1.7%","14","4.1%","52","15.1%","56","16.2%","306","88.7%","78.1%"
"84K886","Success Academy Charter School - Flatbush","2018-19","338","0","127","79","87","45","0","0","0","0","0","0","0","0","0","184","54.4%","154","45.6%","5","1.5%","304","89.9%","20","5.9%","5","1.5%","4","1.2%","23","6.8%","9","2.7%","247","73.1%","67.2%"
"84K892","Brooklyn Emerging Leaders Academy","2018-19","115","0","0","0","0","0","0","0","0","0","0","56","59","0","0","115","100%","0","0%","0","0%","85","73.9%","25","21.7%","3","2.6%","2","1.7%","22","19.1%","3","2.6%","84","73%","72.2%"
"84K895","Hebrew Language Academy Charter School 2","2018-19","231","0","71","86","74","0","0","0","0","0","0","0","0","0","0","121","52.4%","110","47.6%","12","5.2%","48","20.8%","28","12.1%","9","3.9%","134","58%","66","28.6%","54","23.4%","180","77.9%","64.9%"
"84K910","Cypress Hills Ascend Charter School","2018-19","122","0","66","56","0","0","0","0","0","0","0","0","0","0","0","63","51.6%","59","48.4%","6","4.9%","33","27%","78","63.9%","3","2.5%","2","1.6%","16","13.1%","22","18%","109","89.3%","84.9%"
"84K911","Edmund W. Gordon Brooklyn Laboratory Charter Schoo","2018-19","49","0","0","0","0","0","0","0","49","0","0","0","0","0","0","19","38.8%","30","61.2%","2","4.1%","42","85.7%","4","8.2%","1","2%","0","0%","7","14.3%","1","2%","48","98%","82.8%"
"84K912","Key Collegiate Charter School","2018-19","114","0","0","0","0","0","69","45","0","0","0","0","0","0","0","63","55.3%","51","44.7%","1","0.9%","83","72.8%","26","22.8%","0","0%","4","3.5%","38","33.3%","1","0.9%","110","96.5%","94.8%"
"84M065","Democracy Prep Endurance Charter School","2018-19","652","0","0","0","0","0","0","0","103","119","128","84","93","66","59","318","48.8%","334","51.2%","2","0.3%","422","64.7%","202","31%","18","2.8%","8","1.2%","122","18.7%","36","5.5%","498","76.4%","76.8%"
"84M068","KIPP Washington Heights Middle School","2018-19","1,052","0","93","95","95","91","90","89","89","88","87","76","84","75","0","543","51.6%","509","48.4%","2","0.2%","114","10.8%","921","87.5%","6","0.6%","9","0.9%","200","19%","97","9.2%","934","88.8%","81.1%"
"84M080","Manhattan Charter School II","2018-19","183","0","25","29","30","41","26","32","0","0","0","0","0","0","0","79","43.2%","104","56.8%","4","2.2%","59","32.2%","110","60.1%","5","2.7%","5","2.7%","46","25.1%","11","6%","158","86.3%","85.6%"
"84M085","Global Community Charter School","2018-19","420","0","90","77","78","70","60","45","0","0","0","0","0","0","0","219","52.1%","201","47.9%","5","1.2%","156","37.1%","240","57.1%","9","2.1%","10","2.4%","82","19.5%","66","15.7%","371","88.3%","87.4%"
"84M100","Neighborhood Charter School of Harlem","2018-19","584","0","64","74","79","107","67","68","69","56","0","0","0","0","0","281","48.1%","303","51.9%","12","2.1%","266","45.5%","286","49%","7","1.2%","13","2.2%","177","30.3%","45","7.7%","476","81.5%","77.2%"
"84M168","East Harlem Scholars Academy Charter School II","2018-19","477","56","56","53","66","62","65","61","58","0","0","0","0","0","0","245","51.4%","232","48.6%","15","3.1%","169","35.4%","285","59.7%","7","1.5%","1","0.2%","104","21.8%","53","11.1%","432","90.6%","87.5%"
"84M170","Success Academy Hell's Kitchen (Manhattan 2)","2018-19","458","0","57","99","96","100","98","8","0","0","0","0","0","0","0","231","50.4%","227","49.6%","83","18.1%","93","20.3%","202","44.1%","12","2.6%","68","14.8%","68","14.8%","19","4.1%","301","65.7%","58.9%"
"84M174","Success Academy Union Square (Manhattan 1)","2018-19","714","0","76","79","95","96","96","128","106","38","0","0","0","0","0","359","50.3%","355","49.7%","142","19.9%","151","21.1%","203","28.4%","42","5.9%","176","24.6%","116","16.2%","19","2.7%","323","45.2%","40%"
"84M186","Harlem Hebrew Language Charter School","2018-19","491","0","59","48","73","78","105","84","44","0","0","0","0","0","0","249","50.7%","242","49.3%","4","0.8%","192","39.1%","191","38.9%","7","1.4%","97","19.8%","105","21.4%","40","8.1%","353","71.9%","68.7%"
"84M202","Great Oaks Charter School","2018-19","261","0","0","0","0","0","0","0","92","88","81","0","0","0","0","112","42.9%","149","57.1%","14","5.4%","80","30.7%","157","60.2%","3","1.1%","7","2.7%","71","27.2%","8","3.1%","187","71.6%","78.3%"
"84M204","Capital Preparatory (CP) Harlem Charter School","2018-19","333","0","0","0","0","0","0","0","66","87","92","88","0","0","0","154","46.2%","179","53.8%","0","0%","249","74.8%","79","23.7%","5","1.5%","0","0%","73","21.9%","5","1.5%","224","67.3%","75%"
"84M263","New York City Charter School of the Arts","2018-19","279","0","0","0","0","0","0","1","85","95","98","0","0","0","0","171","61.3%","108","38.7%","6","2.2%","108","38.7%","121","43.4%","12","4.3%","32","11.5%","56","20.1%","2","0.7%","121","43.4%","52.9%"
"84M265","Success Academy Charter School - Washington Height","2018-19","510","0","116","92","93","86","116","7","0","0","0","0","0","0","0","261","51.2%","249","48.8%","11","2.2%","54","10.6%","418","82%","5","1%","22","4.3%","91","17.8%","32","6.3%","352","69%","70%"
"84M279","The Opportunity Charter School","2018-19","481","0","0","0","0","0","0","0","64","70","86","79","70","56","56","207","43%","274","57%","4","0.8%","230","47.8%","234","48.6%","11","2.3%","2","0.4%","293","60.9%","62","12.9%","424","88.1%","89.6%"
"84M284","Harlem Children's Zone Promise Academy 1 Charter S","2018-19","1,144","0","113","127","105","103","98","92","88","82","86","65","63","65","57","615","53.8%","529","46.2%","5","0.4%","916","80.1%","195","17%","17","1.5%","11","1%","189","16.5%","35","3.1%","973","85.1%","83.4%"
"84M295","School in the Square Public Charter School","2018-19","301","0","0","0","0","0","0","0","105","98","98","0","0","0","0","157","52.2%","144","47.8%","0","0%","25","8.3%","268","89%","2","0.7%","6","2%","67","22.3%","40","13.3%","236","78.4%","78.6%"
"84M320","Manhattan Charter School","2018-19","241","0","36","45","40","45","42","33","0","0","0","0","0","0","0","109","45.2%","132","54.8%","33","13.7%","36","14.9%","165","68.5%","4","1.7%","3","1.2%","61","25.3%","35","14.5%","206","85.5%","82.4%"
"84M329","Harlem Link Charter School","2018-19","429","36","69","69","79","75","56","45","0","0","0","0","0","0","0","216","50.3%","213","49.7%","2","0.5%","291","67.8%","127","29.6%","5","1.2%","4","0.9%","96","22.4%","30","7%","378","88.1%","86.1%"
"84M330","Girls Preparatory Charter School of New York","2018-19","647","0","48","52","74","86","78","84","90","68","67","0","0","0","0","643","99.4%","4","0.6%","14","2.2%","310","47.9%","301","46.5%","15","2.3%","7","1.1%","120","18.5%","9","1.4%","481","74.3%","78%"
"84M335","Harlem Village Academy East Charter School","2018-19","699","0","58","74","90","59","62","44","52","62","35","49","38","26","50","354","50.6%","345","49.4%","4","0.6%","443","63.4%","227","32.5%","20","2.9%","5","0.7%","140","20%","5","0.7%","569","81.4%","81.3%"
"84M336","KIPP Infinity Charter School","2018-19","1,119","0","90","96","92","88","90","93","97","96","82","86","91","54","64","555","49.6%","564","50.4%","3","0.3%","299","26.7%","796","71.1%","7","0.6%","14","1.3%","241","21.5%","97","8.7%","980","87.6%","81.5%"
"84M337","New York Center for Autism Charter School","2018-19","39","0","9","0","4","2","1","4","0","0","3","5","5","3","3","7","17.9%","32","82.1%","4","10.3%","4","10.3%","17","43.6%","1","2.6%","13","33.3%","39","100%","1","2.6%","35","89.7%","91.2%"
"84M338","WHIN Music Community","2018-19","139","0","62","53","24","0","0","0","0","0","0","0","0","0","0","71","51.1%","68","48.9%","3","2.2%","33","23.7%","85","61.2%","6","4.3%","12","8.6%","23","16.5%","23","16.5%","99","71.2%","72.8%"
"84M341","Harlem Children's Zone Promise Academy II Charter","2018-19","1,042","0","110","104","100","91","82","82","87","84","64","57","58","61","62","541","51.9%","501","48.1%","7","0.7%","844","81%","160","15.4%","23","2.2%","8","0.8%","168","16.1%","31","3%","863","82.8%","83.1%"
"84M350","Democracy Prep Charter School","2018-19","708","0","0","0","0","0","0","0","112","120","117","123","98","72","66","338","47.7%","370","52.3%","8","1.1%","458","64.7%","225","31.8%","12","1.7%","5","0.7%","132","18.6%","30","4.2%","549","77.5%","76%"
"84M351","Success Academy Charter School - Harlem 1","2018-19","1,208","2","95","92","104","97","118","97","80","68","64","134","84","146","27","633","52.4%","575","47.6%","16","1.3%","813","67.3%","263","21.8%","98","8.1%","18","1.5%","160","13.2%","21","1.7%","929","76.9%","74.4%"
"84M353","New Heights Academy Charter School","2018-19","787","0","0","0","0","0","0","90","103","102","106","103","92","97","94","409","52%","378","48%","2","0.3%","49","6.2%","733","93.1%","0","0%","3","0.4%","114","14.5%","112","14.2%","742","94.3%","89.7%"
"84M357","Success Academy Charter School - Harlem 6","2018-19","227","0","85","92","50","0","0","0","0","0","0","0","0","0","0","125","55.1%","102","44.9%","2","0.9%","124","54.6%","93","41%","3","1.3%","5","2.2%","34","15%","11","4.8%","206","90.7%","85.4%"
"84M358","Success Academy Charter School - Hudson Yards","2018-19","228","0","85","86","57","0","0","0","0","0","0","0","0","0","0","124","54.4%","104","45.6%","26","11.4%","60","26.3%","96","42.1%","11","4.8%","35","15.4%","37","16.2%","14","6.1%","143","62.7%","59%"
"84M373","Zeta Charter Schools - New York City 1","2018-19","164","0","98","66","0","0","0","0","0","0","0","0","0","0","0","84","51.2%","80","48.8%","2","1.2%","22","13.4%","128","78%","3","1.8%","9","5.5%","31","18.9%","33","20.1%","140","85.4%","82%"
